ID,population_2017
"louisiana,terrebonne",111691
"louisiana,union",22454
"louisiana,vermilion",59937
"louisiana,vernon",50519
"louisiana,washington",46609
"louisiana,webster",39274
"louisiana,west baton rouge",26207
"louisiana,west carroll",10975
"louisiana,west feliciana",15377
"louisiana,winn",14335
"maine,androscoggin",107569
"maine,aroostook",67595
"maine,cumberland",292344
"maine,franklin",29852
"maine,hancock",54597
"maine,kennebec",121929
"maine,knox",39869
"maine,lincoln",34190
"maine,oxford",57430
"maine,penobscot",151190
"maine,piscataquis",16801
"maine,sagadahoc",35423
"maine,somerset",50421
"maine,waldo",39800
"maine,washington",31540
"maine,york",204513
"maryland,allegany",71386
"maryland,anne arundel",571592
"maryland,baltimore",828603
"maryland,baltimore city",91365
"maryland,calvert",33108
"maryland,caroline",167620
"maryland,carroll",102573
"maryland,cecil",159451
"maryland,charles",32145
"maryland,dorchester",250959
"maryland,frederick",29261
"maryland,garrett",251890
"maryland,harford",319374
"maryland,howard",19437
"maryland,kent",1048244
"maryland,montgomery",908801
"maryland,prince georges",49667
"maryland,queen annes",112413
"maryland,somerset",25913
"maryland,st marys",37020
"maryland,talbot",150288
"maryland,washington",102363
"maryland,wicomico",51577
"maryland,worcester",609841
"massachusetts,barnstable",213482
"massachusetts,berkshire",126485
"massachusetts,bristol",560571
"massachusetts,dukes",17321
"massachusetts,essex",785160
"massachusetts,franklin",70787
"massachusetts,hampden",468268
"massachusetts,hampshire",161238
"massachusetts,middlesex",1604994
"massachusetts,nantucket",11270
"massachusetts,norfolk",701317
"massachusetts,plymouth",514969
"massachusetts,suffolk",801455
"massachusetts,worcester",825929
"michigan,alcona",10323
"michigan,alger",9137
"michigan,allegan",116433
"michigan,alpena",28438
"michigan,antrim",23269
"michigan,arenac",15033
"michigan,baraga",8438
"michigan,barry",60629
"michigan,bay",104189
"michigan,benzie",17604
"michigan,berrien",154362
"michigan,branch",43423
"michigan,calhoun",134358
"michigan,cass",51453
"michigan,charlevoix",26219
"michigan,cheboygan",25398
"michigan,chippewa",37714
"michigan,clare",30597
"michigan,clinton",78549
"michigan,crawford",13917
"michigan,delta",35896
"michigan,dickinson",25428
"michigan,eaton",109477
"michigan,emmet",33127
"michigan,genesee",407673
"michigan,gladwin",25237
"michigan,gogebic",15338
"michigan,grand traverse",91796
"michigan,gratiot",41011
"michigan,hillsdale",45843
"michigan,houghton",36397
"michigan,huron",31271
"michigan,ingham",292327
"michigan,ionia",64229
"michigan,iosco",25122
"michigan,iron",11119
"michigan,isabella",71125
"michigan,jackson",158690
"michigan,kalamazoo",263001
"michigan,kalkaska",17595
"michigan,kent",649231
"michigan,keweenaw",2102
"michigan,lake",11984
"michigan,lapeer",88183
"michigan,leelanau",21676
"michigan,lenawee",98482
"michigan,livingston",189886
"michigan,luce",6358
"michigan,mackinac",10756
"michigan,macomb",871976
"michigan,manistee",24421
"michigan,marquette",66565
"michigan,mason",29023
"michigan,mecosta",43358
"michigan,menominee",23007
"michigan,midland",83245
"michigan,missaukee",15031
"michigan,monroe",149592
"michigan,montcalm",63544
"michigan,montmorency",9229
"michigan,muskegon",173656
"michigan,newaygo",48325
"michigan,oakland",1256182
"michigan,oceana",26458
"michigan,ogemaw",20944
"michigan,ontonagon",5875
"michigan,osceola",23254
"michigan,oscoda",8263
"michigan,otsego",24569
"michigan,ottawa",286922
"michigan,presque isle",12770
"michigan,roscommon",23775
"michigan,saginaw",191996
"michigan,sanilac",159213
"michigan,schoolcraft",60819
"michigan,shiawassee",41219
"michigan,st clair",8046
"michigan,st joseph",68459
"michigan,tuscola",52794
"michigan,van buren",75346
"michigan,washtenaw",369208
"michigan,wayne",1756264
"michigan,wexford",33256
"minnesota,aitkin",15809
"minnesota,anoka",350521
"minnesota,becker",34075
"minnesota,beltrami",46484
"minnesota,benton",40127
"minnesota,big stone",5011
"minnesota,blue earth",66887
"minnesota,brown",25172
"minnesota,carlton",35534
"minnesota,carver",102150
"minnesota,cass",29336
"minnesota,chippewa",11958
"minnesota,chisago",55214
"minnesota,clay",63682
"minnesota,clearwater",8837
"minnesota,cook",5384
"minnesota,cottonwood",11277
"minnesota,crow wing",64315
"minnesota,dakota",421821
"minnesota,dodge",20737
"minnesota,douglas",37556
"minnesota,faribault",13764
"minnesota,fillmore",20982
"minnesota,freeborn",30537
"minnesota,goodhue",46334
"minnesota,grant",5938
"minnesota,hennepin",1248246
"minnesota,houston",18662
"minnesota,hubbard",21001
"minnesota,isanti",39583
"minnesota,itasca",45161
"minnesota,jackson",9988
"minnesota,kanabec",16054
"minnesota,kandiyohi",42715
"minnesota,kittson",4259
"minnesota,koochiching",12526
"minnesota,lac qui parle",6695
"minnesota,lake",10516
"minnesota,lake of the woods",3736
"minnesota,le sueur",28151
"minnesota,lincoln",5682
"minnesota,lyon",25953
"minnesota,mahnomen",35883
"minnesota,marshall",5579
"minnesota,martin",9369
"minnesota,mcleod",19858
"minnesota,meeker",23041
"minnesota,mille lacs",25877
"minnesota,morrison",33100
"minnesota,mower",39699
"minnesota,murray",8353
"minnesota,nicollet",34058
"minnesota,nobles",21810
"minnesota,norman",6585
"minnesota,olmsted",154519
"minnesota,otter tail",58251
"minnesota,pennington",14191
"minnesota,pine",29184
"minnesota,pipestone",9096
"minnesota,polk",31705
"minnesota,pope",10985
"minnesota,ramsey",545518
"minnesota,red lake",4022
"minnesota,redwood",15243
"minnesota,renville",14667
"minnesota,rice",66173
"minnesota,rock",9453
"minnesota,roseau",15311
"minnesota,scott",199798
"minnesota,sherburne",145595
"minnesota,sibley",94547
"minnesota,st louis",14904
"minnesota,stearns",157979
"minnesota,steele",36824
"minnesota,stevens",9672
"minnesota,swift",9396
"minnesota,todd",24532
"minnesota,traverse",3307
"minnesota,wabasha",21590
"minnesota,wadena",13646
"minnesota,waseca",18726
"minnesota,washington",255697
"minnesota,watonwan",10916
"minnesota,wilkin",6322
"minnesota,winona",50704
"minnesota,wright",134255
"minnesota,yellow medicine",9845
"mississippi,adams",31337
"mississippi,alcorn",37203
"mississippi,amite",12444
"mississippi,attala",18482
"mississippi,benton",8286
"mississippi,bolivar",31895
"mississippi,calhoun",14525
"mississippi,carroll",10117
"mississippi,chickasaw",17189
"mississippi,choctaw",8272
"mississippi,claiborne",9053
"mississippi,clarke",15823
"mississippi,clay",19658
"mississippi,coahoma",23185
"mississippi,copiah",28548
"mississippi,covington",19045
"mississippi,de soto",178914
"mississippi,forrest",75263
"mississippi,franklin",7779
"mississippi,george",23973
"mississippi,greene",13538
"mississippi,grenada",21056
"mississippi,hancock",47020
"mississippi,harrison",204933
"mississippi,hinds",240033
"mississippi,holmes",17849
"mississippi,humphreys",8349
"mississippi,issaquena",1341
"mississippi,itawamba",23512
"mississippi,jackson",142369
"mississippi,jasper",16556
"mississippi,jefferson",7233
"mississippi,jefferson davis",11321
"mississippi,jones",68312
"mississippi,kemper",10119
"mississippi,lafayette",54237
"mississippi,lamar",61426
"mississippi,lauderdale",76330
"mississippi,lawrence",12631
"mississippi,leake",22832
"mississippi,lee",85034
"mississippi,leflore",29324
"mississippi,lincoln",34320
"mississippi,lowndes",59189
"mississippi,madison",104632
"mississippi,marion",25103
"mississippi,marshall",35635
"mississippi,monroe",35852
"mississippi,montgomery",10175
"mississippi,neshoba",29393
"mississippi,newton",21424
"mississippi,noxubee",10732
"mississippi,oktibbeha",49675
"mississippi,panola",34141
"mississippi,pearl river",55239
"mississippi,perry",12030
"mississippi,pike",39602
"mississippi,pontotoc",31640
"mississippi,prentiss",25241
"mississippi,quitman",7236
"mississippi,rankin",152919
"mississippi,scott",28429
"mississippi,sharkey",4423
"mississippi,simpson",26942
"mississippi,smith",16081
"mississippi,stone",18624
"mississippi,sunflower",26146
"mississippi,tallahatchie",14145
"mississippi,tate",28660
"mississippi,tippah",21942
"mississippi,tishomingo",19577
"mississippi,tunica",10002
"mississippi,union",28466
"mississippi,walthall",14523
"mississippi,warren",46752
"mississippi,washington",46202
"mississippi,wayne",20416
"mississippi,webster",9757
"mississippi,wilkinson",8858
"mississippi,winston",18242
"mississippi,yalobusha",12474
"mississippi,yazoo",28478
"missouri,adair",25306
"missouri,andrew",17449
"missouri,atchison",5248
"missouri,audrain",25600
"missouri,barry",35686
"missouri,barton",11809
"missouri,bates",16310
"missouri,benton",19068
"missouri,bollinger",12286
"missouri,boone",178523
"missouri,buchanan",88894
"missouri,butler",42609
"missouri,caldwell",9072
"missouri,callaway",44944
"missouri,camden",45449
"missouri,cape girardeau",78285
"missouri,carroll",8794
"missouri,carter",6167
"missouri,cass",103610
"missouri,cedar",14081
"missouri,chariton",7478
"missouri,christian",85346
"missouri,clark",6727
"missouri,clay",242593
"missouri,clinton",20553
"missouri,cole",76669
"missouri,cooper",17643
"missouri,crawford",24095
"missouri,dade",7601
"missouri,dallas",16686
"missouri,daviess",8359
"missouri,de kalb",12590
"missouri,dent",15440
"missouri,douglas",13272
"missouri,dunklin",30086
"missouri,franklin",103288
"missouri,gasconade",14718
"missouri,gentry",6655
"missouri,greene",289819
"missouri,grundy",9970
"missouri,harrison",8528
"missouri,henry",21700
"missouri,hickory",9421
"missouri,holt",4409
"missouri,howard",10122
"missouri,howell",40084
"missouri,iron",10205
"missouri,jackson",697720
"missouri,jasper",120082
"missouri,jefferson",223749
"missouri,johnson",53759
"missouri,knox",3975
"missouri,laclede",35455
"missouri,lafayette",32605
"missouri,lawrence",38283
"missouri,lewis",9964
"missouri,lincoln",56134
"missouri,linn",12172
"missouri,livingston",15163
"missouri,macon",22779
"missouri,madison",15241
"missouri,maries",12238
"missouri,marion",8823
"missouri,mcdonald",28613
"missouri,mercer",3677
"missouri,miller",25206
"missouri,mississippi",13580
"missouri,moniteau",16022
"missouri,monroe",8610
"missouri,montgomery",11428
"missouri,morgan",20118
"missouri,new madrid",17565
"missouri,newton",58248
"missouri,nodaway",22408
"missouri,oregon",10547
"missouri,osage",13663
"missouri,ozark",9203
"missouri,pemiscot",16817
"missouri,perry",19194
"missouri,pettis",42504
"missouri,phelps",44686
"missouri,pike",18546
"missouri,platte",101219
"missouri,polk",31766
"missouri,pulaski",51846
"missouri,putnam",4796
"missouri,ralls",10222
"missouri,randolph",24932
"missouri,ray",22839
"missouri,reynolds",6268
"missouri,ripley",13569
"missouri,saline",395245
"missouri,schuyler",9385
"missouri,scotland",17813
"missouri,scott",66653
"missouri,shannon",996648
"missouri,shelby",22924
"missouri,st charles",4514
"missouri,st clair",4963
"missouri,st francois",38566
"missouri,st louis",8239
"missouri,st louis city",6017
"missouri,ste genevieve",29346
"missouri,stoddard",31658
"missouri,stone",6199
"missouri,sullivan",55125
"missouri,taney",25685
"missouri,texas",20536
"missouri,vernon",34365
"missouri,warren",25008
"missouri,washington",13305
"missouri,wayne",38683
"missouri,webster",2049
"missouri,worth",18339
"missouri,wright",307866
"montana,beaverhead",9453
"montana,big horn",13444
"montana,blaine",6744
"montana,broadwater",5933
"montana,carbon",10691
"montana,carter",1223
"montana,cascade",81604
"montana,chouteau",5752
"montana,custer",11725
"montana,daniels",1739
"montana,dawson",8945
"montana,deer lodge",9093
"montana,fallon",3008
"montana,fergus",11283
"montana,flathead",100092
"montana,gallatin",108656
"montana,garfield",1288
"montana,glacier",13675
"montana,golden valley",820
"montana,granite",3358
"montana,hill",16463
"montana,jefferson",11937
"montana,judith basin",1949
"montana,lake",30244
"montana,lewis and clark",67849
"montana,liberty",2416
"montana,lincoln",19508
"montana,madison",1705
"montana,mccone",8388
"montana,meagher",1856
"montana,mineral",4245
"montana,missoula",117863
"montana,musselshell",4645
"montana,park",16438
"montana,petroleum",511
"montana,phillips",4118
"montana,pondera",5980
"montana,powder river",1744
"montana,powell",6808
"montana,prairie",1112
"montana,ravalli",42548
"montana,richland",11041
"montana,roosevelt",11160
"montana,rosebud",9259
"montana,sanders",11692
"montana,sheridan",3501
"montana,silver bow",34915
"montana,stillwater",9452
"montana,sweet grass",3683
"montana,teton",6114
"montana,toole",4881
"montana,treasure",676
"montana,valley",7433
"montana,wheatland",2184
"montana,wibaux",1017
"montana,yellowstone",159229
"montana,yellowstone national",0
"nebraska,adams",31774
"nebraska,antelope",6348
"nebraska,arthur",455
"nebraska,banner",734
"nebraska,blaine",478
"nebraska,boone",5329
"nebraska,box butte",10860
"nebraska,boyd",1962
"nebraska,brown",3007
"nebraska,buffalo",49502
"nebraska,burt",6537
"nebraska,butler",8040
"nebraska,cass",25904
"nebraska,cedar",8515
"nebraska,chase",3944
"nebraska,cherry",5807
"nebraska,cheyenne",9657
"nebraska,clay",6204
"nebraska,colfax",10775
"nebraska,cuming",8964
"nebraska,custer",10880
"nebraska,dakota",20068
"nebraska,dawes",8885
"nebraska,dawson",23643
"nebraska,deuel",1868
"nebraska,dixon",5760
"nebraska,dodge",36794
"nebraska,douglas",560573
"nebraska,dundy",1793
"nebraska,fillmore",5564
"nebraska,franklin",2988
"nebraska,frontier",2626
"nebraska,furnas",4768
"nebraska,gage",21615
"nebraska,garden",1897
"nebraska,garfield",1999
"nebraska,gosper",2027
"nebraska,grant",649
"nebraska,greeley",2377
"nebraska,hall",61377
"nebraska,hamilton",9210
"nebraska,harlan",3428
"nebraska,hayes",893
"nebraska,hitchcock",2815
"nebraska,holt",10186
"nebraska,hooker",668
"nebraska,howard",6414
"nebraska,jefferson",7164
"nebraska,johnson",5176
"nebraska,kearney",6513
"nebraska,keith",8078
"nebraska,keya paha",793
"nebraska,kimball",3601
"nebraska,knox",8458
"nebraska,lancaster",313977
"nebraska,lincoln",35314
"nebraska,logan",762
"nebraska,loup",605
"nebraska,madison",494
"nebraska,mcpherson",35272
"nebraska,merrick",7861
"nebraska,morrill",4808
"nebraska,nance",3576
"nebraska,nemaha",6961
"nebraska,nuckolls",4260
"nebraska,otoe",15932
"nebraska,pawnee",2633
"nebraska,perkins",2894
"nebraska,phelps",9042
"nebraska,pierce",7108
"nebraska,platte",33282
"nebraska,polk",5344
"nebraska,red willow",10750
"nebraska,richardson",7981
"nebraska,rock",1422
"nebraska,saline",14357
"nebraska,sarpy",181678
"nebraska,saunders",21019
"nebraska,scotts bluff",36213
"nebraska,seward",17202
"nebraska,sheridan",5278
"nebraska,sherman",3090
"nebraska,sioux",1201
"nebraska,stanton",5977
"nebraska,thayer",5036
"nebraska,thomas",730
"nebraska,thurston",7225
"nebraska,valley",4230
"nebraska,washington",20351
"nebraska,wayne",9260
"nebraska,webster",3520
"nebraska,wheeler",816
"nebraska,york",13770
"nevada,carson city",23989
"nevada,churchill",2183310
"nevada,clark",48018
"nevada,douglas",52371
"nevada,elko",843
"nevada,esmeralda",1950
"nevada,eureka",16702
"nevada,humboldt",5604
"nevada,lander",5182
"nevada,lincoln",53915
"nevada,lyon",4454
"nevada,mineral",44051
"nevada,nye",6473
"nevada,pershing",4003
"nevada,storey",457333
"nevada,washoe",9599
"nevada,white pine",54608
"new hampshire,belknap",60845
"new hampshire,carroll",48109
"new hampshire,cheshire",76185
"new hampshire,coos",31584
"new hampshire,grafton",89947
"new hampshire,hillsborough",413157
"new hampshire,merrimack",150169
"new hampshire,rockingham",307281
"new hampshire,strafford",129421
"new hampshire,sullivan",43069
"new jersey,atlantic",266328
"new jersey,bergen",933569
"new jersey,burlington",445196
"new jersey,camden",506343
"new jersey,cape may",93184
"new jersey,cumberland",151748
"new jersey,essex",795908
"new jersey,gloucester",290850
"new jersey,hudson",672922
"new jersey,hunterdon",124628
"new jersey,mercer",368602
"new jersey,middlesex",827684
"new jersey,monmouth",622327
"new jersey,morris",494225
"new jersey,ocean",595470
"new jersey,passaic",503694
"new jersey,salem",62838
"new jersey,somerset",330700
"new jersey,sussex",141185
"new jersey,union",555273
"new jersey,warren",105869
"new mexico,bernalillo",678686
"new mexico,catron",3567
"new mexico,chaves",65153
"new mexico,cibola",26895
"new mexico,colfax",12206
"new mexico,curry",49842
"new mexico,de baca",1813
"new mexico,dona ana",216186
"new mexico,eddy",57205
"new mexico,grant",27692
"new mexico,guadalupe",4409
"new mexico,harding",687
"new mexico,hidalgo",4305
"new mexico,lea",69057
"new mexico,lincoln",19483
"new mexico,los alamos",18804
"new mexico,luna",24148
"new mexico,mckinley",72574
"new mexico,mora",4542
"new mexico,otero",66198
"new mexico,quay",8310
"new mexico,rio arriba",39191
"new mexico,roosevelt",18905
"new mexico,san juan",142624
"new mexico,san miguel",126902
"new mexico,sandoval",27782
"new mexico,santa fe",149617
"new mexico,sierra",11090
"new mexico,socorro",16885
"new mexico,taos",32862
"new mexico,torrance",15593
"new mexico,union",4188
"new mexico,valencia",75994
"new york,albany",307717
"new york,allegany",46688
"new york,bronx",1439725
"new york,broome",192959
"new york,cattaraugus",77245
"new york,cayuga",77463
"new york,chautauqua",128609
"new york,chemung",84874
"new york,chenango",47790
"new york,clinton",80567
"new york,columbia",60408
"new york,cortland",47836
"new york,delaware",45020
"new york,dutchess",293450
"new york,erie",918794
"new york,essex",37511
"new york,franklin",50444
"new york,fulton",53777
"new york,genesee",57816
"new york,greene",47474
"new york,hamilton",4481
"new york,herkimer",62209
"new york,jefferson",113063
"new york,kings",2596385
"new york,lewis",26576
"new york,livingston",63461
"new york,madison",70831
"new york,monroe",742436
"new york,montgomery",49216
"new york,nassau",1357664
"new york,new york",1629780
"new york,niagara",210866
"new york,oneida",230127
"new york,onondaga",461791
"new york,ontario",109609
"new york,orange",379803
"new york,orleans",40759
"new york,oswego",118426
"new york,otsego",59903
"new york,putnam",98966
"new york,queens",2296865
"new york,rensselaer",159261
"new york,richmond",475516
"new york,rockland",324839
"new york,saratoga",108562
"new york,schenectady",229102
"new york,schoharie",154814
"new york,schuyler",31236
"new york,seneca",17925
"new york,st lawrence",34327
"new york,steuben",96249
"new york,suffolk",1483571
"new york,sullivan",75079
"new york,tioga",48650
"new york,tompkins",102678
"new york,ulster",178723
"new york,warren",64428
"new york,washington",61489
"new york,wayne",90372
"new york,westchester",969279
"new york,wyoming",40283
"new york,yates",24952
"north carolina,alamance",163529
"north carolina,alexander",37146
"north carolina,alleghany",11023
"north carolina,anson",24878
"north carolina,ashe",26803
"north carolina,avery",17505
"north carolina,beaufort",47051
"north carolina,bertie",19274
"north carolina,bladen",33468
"north carolina,brunswick",130735
"north carolina,buncombe",257185
"north carolina,burke",90127
"north carolina,cabarrus",206724
"north carolina,caldwell",81920
"north carolina,camden",10561
"north carolina,carteret",68919
"north carolina,caswell",22632
"north carolina,catawba",157811
"north carolina,chatham",71248
"north carolina,cherokee",27980
"north carolina,chowan",14040
"north carolina,clay",11001
"north carolina,cleveland",97228
"north carolina,columbus",55987
"north carolina,craven",102754
"north carolina,cumberland",331239
"north carolina,currituck",26323
"north carolina,dare",36115
"north carolina,davidson",165313
"north carolina,davie",42369
"north carolina,duplin",58862
"north carolina,durham",311888
"north carolina,edgecombe",52757
"north carolina,forsyth",375724
"north carolina,franklin",66033
"north carolina,gaston",219819
"north carolina,gates",11515
"north carolina,graham",8534
"north carolina,granville",59374
"north carolina,greene",20980
"north carolina,guilford",529496
"north carolina,halifax",51282
"north carolina,harnett",132229
"north carolina,haywood",61036
"north carolina,henderson",115457
"north carolina,hertford",23926
"north carolina,hoke",54141
"north carolina,hyde",5267
"north carolina,iredell",175628
"north carolina,jackson",43192
"north carolina,johnston",196423
"north carolina,jones",9602
"north carolina,lee",60567
"north carolina,lenoir",56641
"north carolina,lincoln",82365
"north carolina,macon",45164
"north carolina,madison",34624
"north carolina,martin",21577
"north carolina,mcdowell",22776
"north carolina,mecklenburg",1077311
"north carolina,mitchell",14979
"north carolina,montgomery",27347
"north carolina,moore",97232
"north carolina,nash",94012
"north carolina,new hanover",228657
"north carolina,northampton",19913
"north carolina,onslow",194838
"north carolina,orange",143960
"north carolina,pamlico",12654
"north carolina,pasquotank",39476
"north carolina,pender",60768
"north carolina,perquimans",13460
"north carolina,person",39395
"north carolina,pitt",178617
"north carolina,polk",20518
"north carolina,randolph",143149
"north carolina,richmond",44825
"north carolina,robeson",132590
"north carolina,rockingham",90841
"north carolina,rowan",140537
"north carolina,rutherford",66568
"north carolina,sampson",63433
"north carolina,scotland",35172
"north carolina,stanly",61451
"north carolina,stokes",45697
"north carolina,surry",72118
"north carolina,swain",14266
"north carolina,transylvania",33825
"north carolina,tyrrell",4183
"north carolina,union",231424
"north carolina,vance",44312
"north carolina,wake",1071886
"north carolina,warren",19869
"north carolina,washington",12019
"north carolina,watauga",55088
"north carolina,wayne",123257
"north carolina,wilkes",68464
"north carolina,wilson",81567
"north carolina,yadkin",37643
"north carolina,yancey",17712
"north dakota,adams",2330
"north dakota,barnes",10676
"north dakota,benson",6935
"north dakota,billings",920
"north dakota,bottineau",6536
"north dakota,bowman",3156
"north dakota,burke",2134
"north dakota,burleigh",95158
"north dakota,cass",177937
"north dakota,cavalier",3795
"north dakota,dickey",4841
"north dakota,divide",2291
"north dakota,dunn",4277
"north dakota,eddy",2328
"north dakota,emmons",3312
"north dakota,foster",3258
"north dakota,golden valley",1785
"north dakota,grand forks",70572
"north dakota,grant",2376
"north dakota,griggs",2262
"north dakota,hettinger",2485
"north dakota,kidder",2480
"north dakota,la moure",4096
"north dakota,logan",1929
"north dakota,mchenry",5898
"north dakota,mcintosh",2615
"north dakota,mckenzie",12727
"north dakota,mclean",9650
"north dakota,mercer",8466
"north dakota,morton",30906
"north dakota,mountrail",10273
"north dakota,nelson",2909
"north dakota,oliver",1937
"north dakota,pembina",6978
"north dakota,pierce",4113
"north dakota,ramsey",11525
"north dakota,ransom",5300
"north dakota,renville",2459
"north dakota,richland",16277
"north dakota,rolette",14584
"north dakota,sargent",3871
"north dakota,sheridan",1356
"north dakota,sioux",4417
"north dakota,slope",768
"north dakota,stark",30317
"north dakota,steele",1909
"north dakota,stutsman",21160
"north dakota,towner",2258
"north dakota,traill",8018
"north dakota,walsh",10795
"north dakota,ward",68394
"north dakota,wells",4032
"north dakota,williams",33395
"ohio,adams",27805
"ohio,allen",103069
"ohio,ashland",53685
"ohio,ashtabula",97692
"ohio,athens",66664
"ohio,auglaize",45791
"ohio,belmont",67956
"ohio,brown",43530
"ohio,butler",380843
"ohio,carroll",27341
"ohio,champaign",38824
"ohio,clark",134649
"ohio,clermont",204171
"ohio,clinton",41966
"ohio,columbiana",103149
"ohio,coshocton",36516
"ohio,crawford",41741
"ohio,cuyahoga",1248371
"ohio,darke",51577
"ohio,defiance",38224
"ohio,delaware",200542
"ohio,erie",74857
"ohio,fairfield",154557
"ohio,fayette",28655
"ohio,franklin",1295706
"ohio,fulton",42265
"ohio,gallia",30143
"ohio,geauga",93946
"ohio,greene",166779
"ohio,guernsey",39071
"ohio,hamilton",814671
"ohio,hancock",75869
"ohio,hardin",31406
"ohio,harrison",15210
"ohio,henry",27163
"ohio,highland",42933
"ohio,hocking",28457
"ohio,holmes",43887
"ohio,huron",58462
"ohio,jackson",32385
"ohio,jefferson",66366
"ohio,knox",61303
"ohio,lake",230370
"ohio,lawrence",60111
"ohio,licking",173670
"ohio,logan",45282
"ohio,lorain",307622
"ohio,lucas",431033
"ohio,madison",44047
"ohio,mahoning",230010
"ohio,marion",64941
"ohio,medina",178240
"ohio,meigs",23081
"ohio,mercer",40910
"ohio,miami",105265
"ohio,monroe",13950
"ohio,montgomery",531669
"ohio,morgan",14683
"ohio,morrow",34943
"ohio,muskingum",86148
"ohio,noble",14411
"ohio,ottawa",40632
"ohio,paulding",18838
"ohio,perry",35994
"ohio,pickaway",57762
"ohio,pike",28227
"ohio,portage",162625
"ohio,preble",41114
"ohio,putnam",33854
"ohio,richland",120543
"ohio,ross",77320
"ohio,sandusky",59112
"ohio,scioto",75898
"ohio,seneca",55281
"ohio,shelby",48703
"ohio,stark",372077
"ohio,summit",541742
"ohio,trumbull",200314
"ohio,tuscarawas",92411
"ohio,union",56797
"ohio,van wert",28291
"ohio,vinton",13101
"ohio,warren",228859
"ohio,washington",60462
"ohio,wayne",116247
"ohio,williams",36746
"ohio,wood",130532
"ohio,wyandot",22064
"oklahoma,adair",21981
"oklahoma,alfalfa",5900
"oklahoma,atoka",13838
"oklahoma,beaver",5361
"oklahoma,beckham",21804
"oklahoma,blaine",9510
"oklahoma,bryan",46460
"oklahoma,caddo",29270
"oklahoma,canadian",140053
"oklahoma,carter",48295
"oklahoma,cherokee",48925
"oklahoma,choctaw",14815
"oklahoma,cimarron",2149
"oklahoma,cleveland",279928
"oklahoma,coal",5631
"oklahoma,comanche",121746
"oklahoma,cotton",5843
"oklahoma,craig",14355
"oklahoma,creek",71774
"oklahoma,custer",28942
"oklahoma,delaware",42582
"oklahoma,dewey",4887
"oklahoma,ellis",3975
"oklahoma,garfield",61492
"oklahoma,garvin",27870
"oklahoma,grady",54887
"oklahoma,grant",4380
"oklahoma,greer",5797
"oklahoma,harmon",2697
"oklahoma,harper",3858
"oklahoma,haskell",12729
"oklahoma,hughes",13292
"oklahoma,jackson",25213
"oklahoma,jefferson",6175
"oklahoma,johnston",11097
"oklahoma,kay",44522
"oklahoma,kingfisher",15663
"oklahoma,kiowa",8862
"oklahoma,latimer",10350
"oklahoma,le flore",49874
"oklahoma,lincoln",35017
"oklahoma,logan",46833
"oklahoma,love",10052
"oklahoma,major",39334
"oklahoma,marshall",32877
"oklahoma,mayes",19735
"oklahoma,mcclain",7674
"oklahoma,mccurtain",16413
"oklahoma,mcintosh",40969
"oklahoma,murray",13899
"oklahoma,muskogee",68959
"oklahoma,noble",11306
"oklahoma,nowata",10297
"oklahoma,okfuskee",12098
"oklahoma,oklahoma",787197
"oklahoma,okmulgee",38848
"oklahoma,osage",47328
"oklahoma,ottawa",31325
"oklahoma,pawnee",16451
"oklahoma,payne",81867
"oklahoma,pittsburg",44145
"oklahoma,pontotoc",38354
"oklahoma,pottawatomie",72248
"oklahoma,pushmataha",11117
"oklahoma,roger mills",3671
"oklahoma,rogers",91479
"oklahoma,seminole",24880
"oklahoma,sequoyah",41334
"oklahoma,stephens",43411
"oklahoma,texas",20856
"oklahoma,tillman",7425
"oklahoma,tulsa",646727
"oklahoma,wagoner",79003
"oklahoma,washington",52016
"oklahoma,washita",11152
"oklahoma,woods",9064
"oklahoma,woodward",20497
"oregon,baker",16079
"oregon,benton",91567
"oregon,clackamas",412821
"oregon,clatsop",39119
"oregon,columbia",51795
"oregon,coos",63781
"oregon,crook",23091
"oregon,curry",22676
"oregon,deschutes",186807
"oregon,douglas",109284
"oregon,gilliam",1865
"oregon,grant",7170
"oregon,harney",7286
"oregon,hood river",23476
"oregon,jackson",216761
"oregon,jefferson",23700
"oregon,josephine",86653
"oregon,klamath",66789
"oregon,lake",7890
"oregon,lane",375617
"oregon,lincoln",48820
"oregon,linn",124977
"oregon,malheur",30460
"oregon,marion",341217
"oregon,morrow",11215
"oregon,multnomah",808781
"oregon,polk",83751
"oregon,sherman",1741
"oregon,tillamook",26574
"oregon,umatilla",77096
"oregon,union",26286
"oregon,wallowa",7035
"oregon,wasco",26321
"oregon,washington",591164
"oregon,wheeler",1355
"oregon,yamhill",105572
"pennsylvania,adams",102367
"pennsylvania,allegheny",1220656
"pennsylvania,armstrong",65876
"pennsylvania,beaver",165703
"pennsylvania,bedford",48438
"pennsylvania,berks",417524
"pennsylvania,blair",123175
"pennsylvania,bradford",60988
"pennsylvania,bucks",627028
"pennsylvania,butler",187004
"pennsylvania,cambria",133054
"pennsylvania,cameron",4621
"pennsylvania,carbon",63865
"pennsylvania,centre",162250
"pennsylvania,chester",518934
"pennsylvania,clarion",38975
"pennsylvania,clearfield",79775
"pennsylvania,clinton",38837
"pennsylvania,columbia",65649
"pennsylvania,crawford",85788
"pennsylvania,cumberland",249238
"pennsylvania,dauphin",275831
"pennsylvania,delaware",563487
"pennsylvania,elk",30290
"pennsylvania,erie",273892
"pennsylvania,fayette",131427
"pennsylvania,forest",7311
