3335236.88692873,3875376.60336468,3742162.1381459,3739847.71400632,3597290.78448356,3798343.22340503,3552257.58230683,3693536.00420045,3881897.04516175,1957856.38877964,1806639.69438487,2017720.86719946,1719520.83547167,1898628.8759121,972782.786818081,401974.416475867,596681.037670463,3511700.72239334,342311.866087491,358886.692277337,365651.098522296,345602.400911514,360806.191035763,394104.832170454,389433.062082212,2522046.76781178,2152976.20866939,2276052.09591612,2190275.72287418,3545549.75991969
1940124.85896556,2166568.79205066,2171815.80071283,2198236.02943201,2093305.99694326,2077089.47442066,2008577.07736612,2195687.26218999,2184091.1004296,2862787.48708519,2602341.2757769,2910170.66362375,2596704.43787514,2809518.3222639,1075005.61971355,2225195.70266297,1356107.61047881,1794181.33707481,2120091.5324909,2125038.84364089,2146778.89105584,2116598.81225375,2133054.33964566,2195065.95740062,2073996.23456874,1999317.57246946,1641036.51671061,1975222.04002171,1637001.6191346,1719633.82298237
3724738.82996025,4306737.20279061,4152595.1314003,4145776.31389,3999106.7367282,4232074.60220673,3960724.55096008,4093112.02839337,4311447.11800516,1910852.18769843,1817912.96824757,1968615.96705191,1713565.75923486,1856359.71621515,1379108.72227445,102915.767008718,1002337.27419004,3946309.72083436,234568.282716484,250835.183907321,217504.333332585,246619.776076918,238095.274373371,156144.219721674,372338.989397378,2800110.51174318,2458365.97214419,2529718.19559949,2499686.26619054,3999231.24563214
2123885.40878604,2869213.18975085,2609691.40864734,2585850.08890281,2428573.5198852,2814904.54931791,2415634.30127718,2512964.96619474,2861476.13433168,1418449.58481676,1153673.77474009,1462519.7751538,1161537.5528771,1368356.53312408,626141.07367016,1696580.22731553,848897.945094511,2549658.55774779,1447696.55083568,1434274.22663441,1467530.86286576,1436311.5571467,1446921.21566734,1531181.09029624,1319955.16760521,1139186.56561163,777708.74408546,905585.352033781,818416.410411537,2921463.55787952
2401559.49046387,3152890.09641907,2891759.48777469,2866822.18005701,2708950.18643544,3098157.07202838,2697851.70730917,2792234.97077317,3145285.95314552,1214409.35319789,959782.188849758,1264083.7132728,945697.838303686,1159719.6307944,676553.287964491,1488852.90420858,764593.748431003,2831936.86055752,1227227.72310613,1211076.80187201,1244515.04897066,1215025.18522465,1223835.93786925,1307391.81562683,1091726.20322571,1338811.21147646,1013753.43340732,1070866.54357018,1058184.83402193,3181481.72531785
1379158.55573501,2302135.70722578,1918739.20701168,1869540.9368272,1708942.07744454,2279401.87863232,1740984.13215506,1768532.51100022,2279072.59527624,1804534.40937789,1572331.36060164,1817999.79498224,1652064.67830058,1782701.29510965,1537553.52610216,2708771.42627931,1841737.03962955,2073096.49760435,2453909.11713952,2438892.95852499,2472328.84830563,2442045.24376377,2451634.35365517,2535631.98219659,2321062.44784619,151422.715123171,257007.143606606,286140.151662019,235507.567898391,2735688.52405105
3295646.55747408,3990574.97200871,3768531.35514044,3749555.46058367,3594496.26838701,3927042.01284866,3574165.7113371,3681533.85618429,3987948.78302797,1271207.33372628,1155084.83475993,1330496.39628588,1054811.75103587,1213847.87369968,1119547.80851039,738222.965401983,831459.115045233,3649737.22214465,474631.709454226,449947.143052058,475695.096319545,461895.476182349,459851.919375954,521736.70341682,344953.825523566,2224003.23831719,1921421.68999899,1936167.67539108,1966538.22059977,3860869.09757819
1730329.42511683,1237882.24784232,1558697.99725753,1630877.49330599,1634943.26153191,1140521.87250567,1512139.17977459,1708575.85379516,1279632.70492339,4068716.77763668,3801563.98638189,4106452.48483752,3824260.04935172,4023399.77421198,2455020.11429749,3636779.26292722,2767466.51926494,981273.420537501,3538385.2288039,3543312.85786455,3565071.4194628,3534897.44748263,3551350.89636239,3613115.96563837,3490641.5617644,2673907.91400383,2473866.91162789,2807785.871789,2443773.75403791,310009.371195755
2289156.24412854,2692723.08297657,2619618.38746497,2630904.83389536,2503947.15836593,2610184.43914907,2439149.64373154,2605004.91813362,2703846.83749313,2386284.9091648,2139236.83687419,2438742.37285158,2113588.89190771,2329198.87699822,522189.68679577,1619005.13448746,744134.638331715,2323025.92489809,1503469.7905334,1508017.47368969,1530164.62793729,1499754.50901062,1516177.87720609,1579356.8533,1456685.54558175,1934820.67335817,1534400.78085278,1815783.8963659,1548834.9526593,2335349.08149349
1069056.24285009,1163137.90510793,1178743.64696394,1215557.55104958,1134030.38136239,1078124.32899826,1033379.50242277,1233610.53044686,1177500.91144715,3244677.88812616,2979091.64465555,3278166.02645439,3013374.14686626,3203256.7242518,1818930.9859801,3132149.45207704,2178846.14477573,791498.786172228,2979790.47077979,2979261.84418507,3005993.38926191,2973601.71699477,2989250.67436412,3061911.37915194,2904005.43368448,1794498.48765895,1599491.51357976,1929425.06326345,1567579.74471087,1068810.12118531
