2402480.29414743,3253561.22886765,2927532.10018281,2888937.34440969,2727384.85270232,3212660.81460974,2739199.4994642,2798305.01560574,3238563.7074688,863303.367509893,597001.882709888,899601.994877183,637584.855973174,821072.523990019,1157272.10097069,1847502.59474976,1249252.64243984,2967596.1013271,1574091.35265179,1553574.75506641,1585688.26050348,1560963.37983503,1565902.88115687,1644066.54412817,1430998.11968183,1129021.63753305,935320.169031666,824308.198688217,982995.261679953,3441453.78545417
658450.827889084,315135.645749412,211706.8660699,293240.591820259,373857.024957809,335109.232948593,282163.052677341,400446.485619991,282359.030867764,3789840.39724424,3542558.0255205,3808779.95048684,3606622.9574872,3761768.95929774,2737521.14630016,4090581.12686392,3114167.33851438,374899.669660739,3907671.61222692,3903279.04426632,3932786.96492235,3899751.90218767,3914376.04708744,3992650.71690899,3813407.66758717,2035472.24084808,2053038.76401467,2288635.99148679,2007180.71139402,1274880.9942478
1754208.73672726,2322202.18328391,2155427.69969792,2151652.61073492,2009069.47691215,2253570.78799685,1964630.76909602,2105731.36107526,2323404.49362522,2133269.24029549,1867856.53879279,2176604.95587004,1876456.31476,2083490.66991999,619673.323983651,1976829.28653773,997953.488521508,1972466.88346906,1788730.17599395,1784553.44959313,1813900.62508017,1780879.51038255,1795576.23371012,1873675.18819495,1696975.17918712,1320246.10490387,928074.748289218,1238019.77257775,936304.253517001,2230265.03736887
1152980.64810411,1849275.61964366,1602015.11049224,1585617.8812498,1433527.67429228,1797154.76908269,1407711.80271119,1524649.99185142,1840958.53106283,2297949.82339586,2035117.7553038,2328325.06135471,2078903.79305741,2259662.570005,1213684.37058879,2560923.17191113,1588261.3304613,1537873.71528204,2350790.16477729,2343269.65653113,2374533.37010592,2341559.28564806,2355072.37022329,2436678.26770491,2243994.12645538,925359.56214405,648953.369485092,991393.768838295,623505.529865976,2031122.39458988
2532260.47017568,3223564.82378569,2999117.07618069,2981226.50682801,2827042.9235559,3161829.79418173,2804782.79793936,2915287.39985617,3220038.33189136,1381192.15754152,1144742.99899083,1435573.72617137,1107824.57933997,1322892.5485647,490300.074133187,1258183.78179672,498573.679144037,2886879.8630021,1008422.94068106,995228.292510847,1028434.43899618,997096.127660103,1007850.97115891,1092104.63418145,881946.761405567,1569397.20704918,1216744.17484152,1316916.82560808,1257740.87687096,3155997.79694643
2525704.75813044,3198772.784314,2984832.79482939,2969029.09419257,2816169.52096519,3135258.96430385,2790668.5765002,2905763.23563422,3196344.40554423,1454309.89921385,1218724.8555288,1508896.68403794,1180961.10269585,1395859.47414835,421072.206655606,1236795.55183052,432895.617336369,2858409.01339531,994885.719373782,983300.654510998,1016124.42506778,984098.42430534,995751.64727574,1079724.07659071,874098.382267227,1600904.4241395,1238887.07565118,1356478.56357724,1278391.41233587,3108191.22087874
2069956.31878182,2530655.34655977,2424815.6732324,2431062.18593912,2298450.60301892,2452596.94613934,2240163.9988571,2398385.1512517,2538336.95757886,2276481.89710734,2020395.83325702,2325934.15074038,2007220.3420409,2221661.01514248,477775.996620686,1747026.79685581,801814.817774117,2165770.2797001,1598398.63703718,1599228.96763816,1624826.50825965,1592831.14148912,1608753.22827822,1679288.70204619,1531379.55587214,1694027.26085628,1295793.55274686,1587221.25677704,1308269.60848428,2268341.04228299
1799809.54664109,2531596.21321374,2276853.00810236,2255136.39630033,2099093.46135742,2477450.65054715,2082581.85858399,2185442.61588609,2523923.50654776,1697981.44012153,1430797.8882251,1736687.78481784,1454928.76751787,1652440.52946644,711601.299857025,1960474.76807045,1034774.92191366,2213034.09127899,1727060.27041051,1716284.389275,1748883.02071385,1716584.05956504,1728640.72855231,1812338.97857689,1608159.81538158,970361.506137475,569834.240339602,813461.270899201,598018.306780515,2612262.42368238
1718040.66983141,2213120.85754232,2082450.44699478,2085810.73088652,1950578.07582273,2139548.0450517,1895688.79860599,2049922.09645386,2217722.29387422,2322119.15384811,2056998.84678013,2365800.68495191,2064208.50930932,2271995.2126623,724952.054456052,2063674.02445701,1092952.00293104,1854811.60013095,1893479.46632622,1891470.09042636,1919324.8869485,1886592.21136896,1901896.2809989,1977019.02248121,1811696.81690441,1445138.26665746,1066826.0579199,1391546.17697529,1068671.72176175,2059393.40678921
1542807.96353419,2115012.75027881,1941302.04541034,1937374.00444202,1794989.00839984,2048385.63624348,1750388.38028936,1891846.3852463,2115051.37641648,2245218.85439508,1978113.50870782,2284891.19335141,1997735.89048545,2198573.16048149,833592.195525411,2190981.97068118,1212045.75099421,1769388.3930975,2001024.43848142,1996442.50933841,2026051.36285637,1993003.82257338,2007572.44048602,2086150.74316291,1907139.33531349,1230210.86299503,862821.583370338,1197499.08182625,860208.960470853,2076759.71495724
